0,G000012725,1,46,381,scaffold
0,G000012725,10,13,381,scaffold
0,G000012725,11,30,381,scaffold
0,G000012725,12,23,381,scaffold
0,G000012725,13,20,381,scaffold
0,G000012725,15,6,381,scaffold
7,G000012725,16,9,381,scaffold
0,G000012725,17,13,381,scaffold
18,G000012725,18,5,381,scaffold
0,G000012725,19,10,381,scaffold
0,G000012725,2,36,381,scaffold
0,G000012725,20,13,381,scaffold
4,G000012725,22,7,381,scaffold
27,G000012725,23,3,381,scaffold
27,G000012725,24,3,381,scaffold
6,G000012725,25,2,381,scaffold
42,G000012725,26,2,381,scaffold
0,G000012725,27,9,381,scaffold
0,G000012725,29,4,381,scaffold
0,G000012725,3,45,381,scaffold
22,G000012725,30,3,381,scaffold
0,G000012725,31,4,381,scaffold
0,G000012725,32,5,381,scaffold
27,G000012725,35,2,381,scaffold
21,G000012725,36,2,381,scaffold
0,G000012725,39,3,381,scaffold
0,G000012725,4,24,381,scaffold
2,G000012725,45,2,381,scaffold
2,G000012725,5,29,381,scaffold
0,G000012725,6,21,381,scaffold
0,G000012725,7,15,381,scaffold
0,G000012725,8,34,381,scaffold
0,G000012725,9,32,381,scaffold
3,G000016285,1,51,381,scaffold
0,G000016285,10,48,381,scaffold
0,G000016285,11,19,381,scaffold
0,G000016285,12,25,381,scaffold
33,G000016285,13,14,381,scaffold
4,G000016285,14,6,381,scaffold
49,G000016285,15,13,381,scaffold
74,G000016285,16,7,381,scaffold
6,G000016285,17,10,381,scaffold
49,G000016285,18,6,381,scaffold
35,G000016285,19,3,381,scaffold
0,G000016285,2,62,381,scaffold
25,G000016285,20,3,381,scaffold
52,G000016285,23,3,381,scaffold
55,G000016285,26,4,381,scaffold
0,G000016285,3,89,381,scaffold
6,G000016285,4,37,381,scaffold
0,G000016285,5,71,381,scaffold
0,G000016285,6,61,381,scaffold
0,G000016285,7,72,381,scaffold
0,G000016285,8,33,381,scaffold
4,G000016285,9,32,381,scaffold
1,G000016525,1,41,381,scaffold
1,G000016525,10,19,381,scaffold
1,G000016525,11,10,381,scaffold
0,G000016525,12,3,381,scaffold
1,G000016525,13,9,381,scaffold
1,G000016525,14,5,381,scaffold
2,G000016525,15,4,381,scaffold
1,G000016525,2,30,381,scaffold
1,G000016525,3,22,381,scaffold
1,G000016525,4,15,381,scaffold
0,G000016525,5,10,381,scaffold
1,G000016525,6,9,381,scaffold
1,G000016525,7,15,381,scaffold
1,G000016525,8,11,381,scaffold
1,G000016525,9,13,381,scaffold
28,G000024365,1,2,381,scaffold
0,G000026405,1,122,381,scaffold
11,G000026405,11,3,381,scaffold
7,G000026405,12,2,381,scaffold
4,G000026405,14,2,381,scaffold
7,G000026405,15,2,381,scaffold
3,G000026405,2,89,381,scaffold
1,G000026405,3,37,381,scaffold
2,G000026405,4,36,381,scaffold
4,G000026405,5,28,381,scaffold
1,G000026405,6,19,381,scaffold
0,G000026405,7,5,381,scaffold
1,G000026405,8,8,381,scaffold
3,G000092045,1,81,381,scaffold
1,G000092045,10,24,381,scaffold
2,G000092045,11,38,381,scaffold
29,G000092045,12,26,381,scaffold
6,G000092045,13,20,381,scaffold
53,G000092045,14,19,381,scaffold
3,G000092045,15,30,381,scaffold
6,G000092045,16,20,381,scaffold
34,G000092045,17,12,381,scaffold
36,G000092045,18,7,381,scaffold
49,G000092045,19,5,381,scaffold
2,G000092045,2,42,381,scaffold
51,G000092045,20,4,381,scaffold
3,G000092045,21,10,381,scaffold
4,G000092045,22,11,381,scaffold
2,G000092045,24,10,381,scaffold
21,G000092045,25,2,381,scaffold
60,G000092045,26,11,381,scaffold
42,G000092045,27,4,381,scaffold
46,G000092045,28,3,381,scaffold
1,G000092045,3,79,381,scaffold
61,G000092045,33,1,381,scaffold
55,G000092045,4,38,381,scaffold
0,G000092045,5,54,381,scaffold
0,G000092045,6,39,381,scaffold
3,G000092045,7,47,381,scaffold
3,G000092045,8,43,381,scaffold
3,G000092045,9,68,381,scaffold
0,G000155775,1,49,381,scaffold
1,G000155775,10,24,381,scaffold
4,G000155775,11,13,381,scaffold
1,G000155775,12,18,381,scaffold
30,G000155775,13,7,381,scaffold
1,G000155775,14,15,381,scaffold
4,G000155775,15,17,381,scaffold
2,G000155775,16,6,381,scaffold
12,G000155775,17,4,381,scaffold
3,G000155775,2,35,381,scaffold
1,G000155775,20,10,381,scaffold
8,G000155775,21,6,381,scaffold
4,G000155775,22,3,381,scaffold
12,G000155775,23,3,381,scaffold
32,G000155775,24,1,381,scaffold
1,G000155775,25,6,381,scaffold
8,G000155775,26,3,381,scaffold
4,G000155775,27,5,381,scaffold
4,G000155775,28,5,381,scaffold
1,G000155775,29,4,381,scaffold
0,G000155775,3,30,381,scaffold
4,G000155775,4,24,381,scaffold
3,G000155775,5,40,381,scaffold
0,G000155775,6,30,381,scaffold
0,G000155775,7,19,381,scaffold
7,G000155775,8,4,381,scaffold
0,G000155775,9,24,381,scaffold
3,G000156275,1,17,381,scaffold
1,G000156275,10,13,381,scaffold
3,G000156275,11,7,381,scaffold
1,G000156275,12,10,381,scaffold
20,G000156275,13,7,381,scaffold
1,G000156275,14,6,381,scaffold
4,G000156275,15,7,381,scaffold
3,G000156275,16,8,381,scaffold
1,G000156275,17,6,381,scaffold
4,G000156275,18,4,381,scaffold
1,G000156275,19,7,381,scaffold
20,G000156275,2,11,381,scaffold
1,G000156275,20,15,381,scaffold
3,G000156275,22,3,381,scaffold
3,G000156275,23,10,381,scaffold
1,G000156275,24,11,381,scaffold
1,G000156275,27,10,381,scaffold
6,G000156275,28,4,381,scaffold
1,G000156275,29,8,381,scaffold
1,G000156275,3,3,381,scaffold
1,G000156275,31,4,381,scaffold
11,G000156275,32,5,381,scaffold
2,G000156275,33,7,381,scaffold
1,G000156275,35,3,381,scaffold
2,G000156275,36,5,381,scaffold
1,G000156275,38,7,381,scaffold
11,G000156275,39,2,381,scaffold
1,G000156275,4,20,381,scaffold
22,G000156275,40,3,381,scaffold
20,G000156275,41,7,381,scaffold
3,G000156275,42,3,381,scaffold
3,G000156275,43,3,381,scaffold
4,G000156275,44,4,381,scaffold
8,G000156275,45,3,381,scaffold
3,G000156275,46,2,381,scaffold
1,G000156275,47,3,381,scaffold
1,G000156275,49,4,381,scaffold
1,G000156275,5,12,381,scaffold
1,G000156275,50,6,381,scaffold
1,G000156275,53,3,381,scaffold
1,G000156275,54,4,381,scaffold
1,G000156275,57,2,381,scaffold
2,G000156275,58,6,381,scaffold
10,G000156275,6,4,381,scaffold
1,G000156275,60,3,381,scaffold
1,G000156275,62,2,381,scaffold
0,G000156275,64,3,381,scaffold
12,G000156275,7,5,381,scaffold
1,G000156275,8,9,381,scaffold
1,G000156275,9,18,381,scaffold
4,G000156535,1,25,381,scaffold
30,G000156535,10,5,381,scaffold
1,G000156535,11,16,381,scaffold
1,G000156535,12,12,381,scaffold
1,G000156535,13,12,381,scaffold
24,G000156535,14,11,381,scaffold
11,G000156535,15,18,381,scaffold
5,G000156535,16,13,381,scaffold
12,G000156535,17,4,381,scaffold
13,G000156535,18,7,381,scaffold
1,G000156535,19,12,381,scaffold
3,G000156535,2,30,381,scaffold
5,G000156535,20,8,381,scaffold
0,G000156535,21,13,381,scaffold
4,G000156535,22,7,381,scaffold
1,G000156535,23,7,381,scaffold
16,G000156535,24,7,381,scaffold
1,G000156535,25,9,381,scaffold
12,G000156535,26,6,381,scaffold
37,G000156535,27,7,381,scaffold
17,G000156535,28,10,381,scaffold
4,G000156535,3,24,381,scaffold
1,G000156535,30,7,381,scaffold
1,G000156535,32,7,381,scaffold
11,G000156535,33,3,381,scaffold
1,G000156535,34,11,381,scaffold
13,G000156535,35,7,381,scaffold
15,G000156535,36,4,381,scaffold
14,G000156535,37,6,381,scaffold
0,G000156535,38,8,381,scaffold
1,G000156535,39,7,381,scaffold
1,G000156535,4,14,381,scaffold
20,G000156535,40,1,381,scaffold
21,G000156535,41,3,381,scaffold
11,G000156535,42,5,381,scaffold
8,G000156535,44,6,381,scaffold
11,G000156535,45,4,381,scaffold
6,G000156535,46,9,381,scaffold
2,G000156535,47,8,381,scaffold
1,G000156535,49,8,381,scaffold
1,G000156535,5,23,381,scaffold
23,G000156535,50,2,381,scaffold
5,G000156535,51,6,381,scaffold
1,G000156535,52,6,381,scaffold
1,G000156535,53,4,381,scaffold
7,G000156535,55,2,381,scaffold
9,G000156535,56,6,381,scaffold
3,G000156535,58,4,381,scaffold
12,G000156535,59,6,381,scaffold
5,G000156535,6,10,381,scaffold
5,G000156535,61,7,381,scaffold
3,G000156535,63,9,381,scaffold
14,G000156535,64,3,381,scaffold
17,G000156535,65,3,381,scaffold
31,G000156535,66,2,381,scaffold
20,G000156535,67,2,381,scaffold
13,G000156535,68,2,381,scaffold
12,G000156535,7,12,381,scaffold
0,G000156535,72,5,381,scaffold
7,G000156535,78,2,381,scaffold
3,G000156535,8,19,381,scaffold
3,G000156535,9,10,381,scaffold
1,G000158075,1,46,381,scaffold
2,G000158075,10,28,381,scaffold
33,G000158075,11,13,381,scaffold
1,G000158075,12,17,381,scaffold
3,G000158075,13,23,381,scaffold
3,G000158075,14,29,381,scaffold
27,G000158075,15,20,381,scaffold
0,G000158075,16,33,381,scaffold
3,G000158075,17,16,381,scaffold
1,G000158075,18,27,381,scaffold
3,G000158075,19,27,381,scaffold
1,G000158075,2,66,381,scaffold
3,G000158075,20,17,381,scaffold
3,G000158075,21,9,381,scaffold
0,G000158075,22,20,381,scaffold
1,G000158075,23,15,381,scaffold
3,G000158075,24,20,381,scaffold
3,G000158075,25,12,381,scaffold
11,G000158075,26,4,381,scaffold
20,G000158075,27,5,381,scaffold
9,G000158075,28,7,381,scaffold
19,G000158075,29,5,381,scaffold
1,G000158075,3,48,381,scaffold
4,G000158075,31,3,381,scaffold
21,G000158075,32,4,381,scaffold
0,G000158075,33,3,381,scaffold
1,G000158075,4,60,381,scaffold
3,G000158075,5,24,381,scaffold
1,G000158075,6,33,381,scaffold
3,G000158075,7,35,381,scaffold
3,G000158075,8,33,381,scaffold
1,G000158075,9,32,381,scaffold
0,G000161775,1,150,381,scaffold
0,G000161775,10,8,381,scaffold
0,G000161775,11,15,381,scaffold
0,G000161775,2,79,381,scaffold
0,G000161775,3,59,381,scaffold
3,G000161775,4,58,381,scaffold
0,G000161775,5,55,381,scaffold
0,G000161775,6,40,381,scaffold
0,G000161775,7,30,381,scaffold
18,G000161775,8,16,381,scaffold
13,G000161775,9,12,381,scaffold
1,G000162875,1,131,381,scaffold
0,G000162875,2,118,381,scaffold
1,G000162875,3,65,381,scaffold
17,G000162875,4,28,381,scaffold
5,G000162875,5,4,381,scaffold
0,G000162875,8,4,381,scaffold
33,G000190635,1,43,381,scaffold
1,G000190635,10,25,381,scaffold
2,G000190635,11,22,381,scaffold
20,G000190635,12,7,381,scaffold
0,G000190635,13,27,381,scaffold
10,G000190635,14,11,381,scaffold
11,G000190635,15,12,381,scaffold
1,G000190635,16,6,381,scaffold
0,G000190635,2,84,381,scaffold
0,G000190635,3,65,381,scaffold
20,G000190635,4,40,381,scaffold
0,G000190635,5,41,381,scaffold
20,G000190635,6,23,381,scaffold
0,G000190635,7,42,381,scaffold
1,G000190635,8,36,381,scaffold
2,G000190635,9,26,381,scaffold
3,G000213805,1,111,381,scaffold
3,G000213805,10,33,381,scaffold
8,G000213805,2,77,381,scaffold
3,G000213805,3,58,381,scaffold
5,G000213805,4,63,381,scaffold
3,G000213805,5,44,381,scaffold
3,G000213805,6,65,381,scaffold
2,G000213805,7,81,381,scaffold
3,G000213805,8,43,381,scaffold
3,G000213805,9,30,381,scaffold
1,G000248095,1,28,381,scaffold
1,G000248095,10,16,381,scaffold
1,G000248095,11,18,381,scaffold
2,G000248095,12,14,381,scaffold
3,G000248095,13,22,381,scaffold
1,G000248095,14,23,381,scaffold
0,G000248095,15,22,381,scaffold
1,G000248095,16,16,381,scaffold
9,G000248095,17,11,381,scaffold
7,G000248095,18,3,381,scaffold
10,G000248095,19,6,381,scaffold
1,G000248095,2,26,381,scaffold
8,G000248095,20,6,381,scaffold
0,G000248095,21,12,381,scaffold
2,G000248095,23,3,381,scaffold
1,G000248095,3,36,381,scaffold
1,G000248095,4,21,381,scaffold
0,G000248095,5,44,381,scaffold
1,G000248095,6,13,381,scaffold
1,G000248095,7,19,381,scaffold
38,G000248095,8,2,381,scaffold
1,G000248095,9,11,381,scaffold
1,G000262405,1,103,381,scaffold
1,G000262405,10,29,381,scaffold
1,G000262405,11,21,381,scaffold
21,G000262405,12,9,381,scaffold
1,G000262405,13,23,381,scaffold
26,G000262405,14,17,381,scaffold
18,G000262405,15,6,381,scaffold
53,G000262405,16,17,381,scaffold
22,G000262405,17,13,381,scaffold
6,G000262405,18,11,381,scaffold
1,G000262405,19,18,381,scaffold
1,G000262405,2,73,381,scaffold
22,G000262405,20,12,381,scaffold
26,G000262405,21,11,381,scaffold
0,G000262405,22,9,381,scaffold
26,G000262405,23,17,381,scaffold
15,G000262405,24,4,381,scaffold
15,G000262405,25,10,381,scaffold
37,G000262405,26,4,381,scaffold
33,G000262405,27,13,381,scaffold
26,G000262405,28,3,381,scaffold
40,G000262405,29,10,381,scaffold
1,G000262405,3,78,381,scaffold
14,G000262405,31,3,381,scaffold
28,G000262405,32,5,381,scaffold
37,G000262405,33,6,381,scaffold
13,G000262405,35,9,381,scaffold
40,G000262405,36,2,381,scaffold
0,G000262405,37,9,381,scaffold
48,G000262405,38,3,381,scaffold
15,G000262405,39,3,381,scaffold
1,G000262405,4,34,381,scaffold
47,G000262405,40,2,381,scaffold
0,G000262405,41,2,381,scaffold
38,G000262405,45,5,381,scaffold
12,G000262405,46,2,381,scaffold
20,G000262405,47,3,381,scaffold
51,G000262405,48,1,381,scaffold
1,G000262405,5,50,381,scaffold
26,G000262405,50,2,381,scaffold
16,G000262405,52,4,381,scaffold
40,G000262405,53,3,381,scaffold
1,G000262405,54,5,381,scaffold
24,G000262405,56,4,381,scaffold
7,G000262405,6,26,381,scaffold
26,G000262405,63,2,381,scaffold
0,G000262405,7,26,381,scaffold
28,G000262405,71,2,381,scaffold
1,G000262405,8,27,381,scaffold
1,G000262405,9,17,381,scaffold
26,G000269905,1,9,381,scaffold
1,G000269905,10,10,381,scaffold
1,G000269905,11,6,381,scaffold
0,G000269905,12,14,381,scaffold
1,G000269905,13,8,381,scaffold
1,G000269905,14,8,381,scaffold
17,G000269905,15,6,381,scaffold
1,G000269905,16,9,381,scaffold
1,G000269905,17,7,381,scaffold
1,G000269905,18,9,381,scaffold
13,G000269905,19,10,381,scaffold
1,G000269905,2,15,381,scaffold
8,G000269905,20,11,381,scaffold
41,G000269905,21,6,381,scaffold
10,G000269905,22,9,381,scaffold
1,G000269905,23,11,381,scaffold
1,G000269905,24,7,381,scaffold
20,G000269905,25,4,381,scaffold
1,G000269905,27,5,381,scaffold
43,G000269905,28,3,381,scaffold
3,G000269905,29,10,381,scaffold
15,G000269905,3,3,381,scaffold
6,G000269905,30,7,381,scaffold
0,G000269905,31,7,381,scaffold
35,G000269905,32,6,381,scaffold
10,G000269905,33,4,381,scaffold
1,G000269905,34,6,381,scaffold
0,G000269905,35,11,381,scaffold
1,G000269905,37,7,381,scaffold
0,G000269905,38,3,381,scaffold
5,G000269905,39,7,381,scaffold
1,G000269905,4,13,381,scaffold
1,G000269905,45,8,381,scaffold
7,G000269905,46,6,381,scaffold
28,G000269905,47,3,381,scaffold
10,G000269905,49,4,381,scaffold
11,G000269905,5,16,381,scaffold
18,G000269905,51,4,381,scaffold
1,G000269905,53,3,381,scaffold
0,G000269905,54,6,381,scaffold
1,G000269905,55,7,381,scaffold
1,G000269905,57,6,381,scaffold
1,G000269905,59,7,381,scaffold
1,G000269905,6,19,381,scaffold
0,G000269905,60,4,381,scaffold
32,G000269905,61,2,381,scaffold
0,G000269905,65,8,381,scaffold
1,G000269905,66,10,381,scaffold
0,G000269905,67,8,381,scaffold
1,G000269905,68,5,381,scaffold
7,G000269905,7,10,381,scaffold
6,G000269905,70,3,381,scaffold
1,G000269905,71,5,381,scaffold
1,G000269905,73,2,381,scaffold
1,G000269905,74,3,381,scaffold
0,G000269905,75,3,381,scaffold
1,G000269905,78,2,381,scaffold
1,G000269905,79,2,381,scaffold
1,G000269905,8,7,381,scaffold
24,G000269905,82,2,381,scaffold
48,G000269905,84,2,381,scaffold
1,G000269905,87,3,381,scaffold
2,G000269905,9,6,381,scaffold
1,G000269905,90,2,381,scaffold
0,G000269905,91,4,381,scaffold
7,G000269905,94,4,381,scaffold
1,G000269905,97,4,381,scaffold
0,G000279145,1,89,381,scaffold
3,G000279145,10,3,381,scaffold
0,G000279145,2,66,381,scaffold
3,G000279145,3,95,381,scaffold
1,G000279145,4,88,381,scaffold
3,G000279145,5,44,381,scaffold
0,G000279145,6,24,381,scaffold
0,G000279145,7,24,381,scaffold
9,G000279145,8,14,381,scaffold
27,G000279145,9,7,381,scaffold
0,G000336695,1,21,381,scaffold
0,G000336695,10,13,381,scaffold
3,G000336695,11,10,381,scaffold
0,G000336695,12,11,381,scaffold
1,G000336695,13,9,381,scaffold
1,G000336695,14,10,381,scaffold
1,G000336695,15,8,381,scaffold
1,G000336695,16,8,381,scaffold
0,G000336695,17,7,381,scaffold
0,G000336695,18,9,381,scaffold
7,G000336695,19,6,381,scaffold
0,G000336695,2,14,381,scaffold
9,G000336695,20,6,381,scaffold
1,G000336695,21,7,381,scaffold
6,G000336695,22,5,381,scaffold
1,G000336695,23,4,381,scaffold
1,G000336695,24,6,381,scaffold
7,G000336695,25,2,381,scaffold
0,G000336695,26,6,381,scaffold
11,G000336695,27,3,381,scaffold
3,G000336695,28,7,381,scaffold
0,G000336695,29,8,381,scaffold
1,G000336695,3,19,381,scaffold
1,G000336695,30,5,381,scaffold
0,G000336695,31,4,381,scaffold
3,G000336695,32,3,381,scaffold
3,G000336695,34,3,381,scaffold
0,G000336695,36,5,381,scaffold
1,G000336695,39,3,381,scaffold
0,G000336695,4,24,381,scaffold
3,G000336695,41,6,381,scaffold
3,G000336695,42,3,381,scaffold
11,G000336695,43,4,381,scaffold
14,G000336695,48,4,381,scaffold
3,G000336695,5,16,381,scaffold
3,G000336695,51,3,381,scaffold
4,G000336695,53,2,381,scaffold
0,G000336695,55,2,381,scaffold
3,G000336695,6,10,381,scaffold
0,G000336695,62,4,381,scaffold
3,G000336695,7,17,381,scaffold
0,G000336695,8,8,381,scaffold
3,G000336695,9,13,381,scaffold
1,G000336935,1,48,381,scaffold
1,G000336935,10,14,381,scaffold
2,G000336935,11,15,381,scaffold
1,G000336935,12,13,381,scaffold
2,G000336935,14,12,381,scaffold
1,G000336935,15,9,381,scaffold
6,G000336935,16,8,381,scaffold
13,G000336935,17,6,381,scaffold
1,G000336935,18,12,381,scaffold
1,G000336935,19,5,381,scaffold
2,G000336935,2,36,381,scaffold
11,G000336935,20,7,381,scaffold
2,G000336935,22,4,381,scaffold
10,G000336935,23,2,381,scaffold
2,G000336935,24,7,381,scaffold
2,G000336935,26,7,381,scaffold
6,G000336935,27,3,381,scaffold
0,G000336935,29,7,381,scaffold
0,G000336935,3,31,381,scaffold
6,G000336935,30,3,381,scaffold
7,G000336935,33,2,381,scaffold
1,G000336935,35,2,381,scaffold
2,G000336935,37,3,381,scaffold
1,G000336935,38,3,381,scaffold
2,G000336935,4,26,381,scaffold
13,G000336935,44,3,381,scaffold
3,G000336935,47,5,381,scaffold
1,G000336935,49,2,381,scaffold
0,G000336935,5,30,381,scaffold
2,G000336935,53,1,381,scaffold
1,G000336935,6,26,381,scaffold
2,G000336935,7,12,381,scaffold
1,G000336935,8,23,381,scaffold
1,G000336935,9,13,381,scaffold
2,G000337195,1,26,381,scaffold
0,G000337195,10,15,381,scaffold
9,G000337195,11,10,381,scaffold
8,G000337195,12,9,381,scaffold
23,G000337195,13,15,381,scaffold
7,G000337195,14,7,381,scaffold
15,G000337195,15,10,381,scaffold
8,G000337195,16,11,381,scaffold
5,G000337195,17,5,381,scaffold
20,G000337195,18,10,381,scaffold
0,G000337195,19,9,381,scaffold
9,G000337195,2,26,381,scaffold
18,G000337195,20,7,381,scaffold
0,G000337195,21,7,381,scaffold
7,G000337195,22,12,381,scaffold
5,G000337195,23,10,381,scaffold
20,G000337195,25,2,381,scaffold
1,G000337195,26,6,381,scaffold
2,G000337195,27,12,381,scaffold
1,G000337195,28,8,381,scaffold
22,G000337195,29,6,381,scaffold
7,G000337195,3,24,381,scaffold
20,G000337195,30,4,381,scaffold
7,G000337195,31,6,381,scaffold
1,G000337195,32,6,381,scaffold
20,G000337195,33,4,381,scaffold
3,G000337195,34,4,381,scaffold
17,G000337195,35,6,381,scaffold
6,G000337195,37,4,381,scaffold
20,G000337195,39,3,381,scaffold
5,G000337195,4,14,381,scaffold
3,G000337195,40,2,381,scaffold
10,G000337195,41,2,381,scaffold
16,G000337195,42,2,381,scaffold
9,G000337195,44,2,381,scaffold
30,G000337195,48,2,381,scaffold
7,G000337195,49,2,381,scaffold
0,G000337195,5,19,381,scaffold
8,G000337195,53,2,381,scaffold
6,G000337195,54,3,381,scaffold
10,G000337195,55,2,381,scaffold
6,G000337195,6,17,381,scaffold
5,G000337195,7,20,381,scaffold
2,G000337195,8,10,381,scaffold
1,G000337195,9,18,381,scaffold
0,G000372285,1,10,381,scaffold
0,G000372285,10,9,381,scaffold
0,G000372285,103,3,381,scaffold
0,G000372285,104,3,381,scaffold
14,G000372285,106,3,381,scaffold
22,G000372285,11,4,381,scaffold
25,G000372285,12,11,381,scaffold
0,G000372285,13,10,381,scaffold
0,G000372285,14,4,381,scaffold
17,G000372285,16,6,381,scaffold
22,G000372285,17,3,381,scaffold
18,G000372285,19,5,381,scaffold
0,G000372285,2,3,381,scaffold
21,G000372285,21,4,381,scaffold
10,G000372285,22,3,381,scaffold
14,G000372285,23,5,381,scaffold
17,G000372285,25,4,381,scaffold
4,G000372285,26,4,381,scaffold
16,G000372285,28,2,381,scaffold
14,G000372285,30,5,381,scaffold
0,G000372285,31,4,381,scaffold
14,G000372285,32,2,381,scaffold
11,G000372285,35,5,381,scaffold
20,G000372285,36,7,381,scaffold
0,G000372285,4,6,381,scaffold
14,G000372285,40,3,381,scaffold
0,G000372285,43,2,381,scaffold
26,G000372285,44,3,381,scaffold
0,G000372285,46,4,381,scaffold
26,G000372285,5,9,381,scaffold
25,G000372285,51,3,381,scaffold
0,G000372285,54,3,381,scaffold
0,G000372285,57,2,381,scaffold
0,G000372285,6,8,381,scaffold
25,G000372285,64,2,381,scaffold
11,G000372285,65,3,381,scaffold
0,G000372285,69,5,381,scaffold
11,G000372285,7,4,381,scaffold
17,G000372285,72,4,381,scaffold
10,G000372285,77,5,381,scaffold
14,G000372285,8,9,381,scaffold
9,G000372285,83,2,381,scaffold
0,G000372285,87,3,381,scaffold
0,G000372285,88,2,381,scaffold
14,G000372285,9,6,381,scaffold
0,G000372285,92,3,381,scaffold
0,G000372285,93,2,381,scaffold
0,G000372285,96,2,381,scaffold
0,G000372285,97,2,381,scaffold
25,G000372285,98,3,381,scaffold
0,G000376545,1,134,381,scaffold
4,G000376545,10,23,381,scaffold
16,G000376545,11,4,381,scaffold
0,G000376545,12,22,381,scaffold
11,G000376545,13,8,381,scaffold
28,G000376545,14,7,381,scaffold
2,G000376545,2,146,381,scaffold
0,G000376545,3,70,381,scaffold
4,G000376545,4,46,381,scaffold
0,G000376545,5,39,381,scaffold
12,G000376545,6,20,381,scaffold
15,G000376545,7,23,381,scaffold
2,G000376545,8,33,381,scaffold
54,G000376545,9,19,381,scaffold
19,G000402455,1,5,381,scaffold
19,G000402455,10,3,381,scaffold
2,G000402455,11,9,381,scaffold
27,G000402455,12,9,381,scaffold
13,G000402455,13,4,381,scaffold
25,G000402455,14,1,381,scaffold
24,G000402455,16,3,381,scaffold
28,G000402455,2,4,381,scaffold
5,G000402455,20,2,381,scaffold
1,G000402455,21,8,381,scaffold
3,G000402455,22,2,381,scaffold
0,G000402455,25,4,381,scaffold
13,G000402455,27,2,381,scaffold
23,G000402455,28,2,381,scaffold
29,G000402455,29,3,381,scaffold
1,G000402455,3,8,381,scaffold
10,G000402455,32,4,381,scaffold
20,G000402455,35,2,381,scaffold
7,G000402455,36,2,381,scaffold
35,G000402455,38,2,381,scaffold
4,G000402455,5,2,381,scaffold
22,G000402455,6,4,381,scaffold
23,G000402455,7,2,381,scaffold
0,G000402455,8,2,381,scaffold
20,G000402455,9,2,381,scaffold
0,G000406925,1,59,381,scaffold
0,G000406925,10,18,381,scaffold
0,G000406925,11,12,381,scaffold
0,G000406925,12,19,381,scaffold
38,G000406925,13,7,381,scaffold
0,G000406925,14,13,381,scaffold
0,G000406925,15,10,381,scaffold
10,G000406925,16,7,381,scaffold
0,G000406925,17,16,381,scaffold
0,G000406925,18,14,381,scaffold
0,G000406925,19,5,381,scaffold
0,G000406925,2,51,381,scaffold
